gene	score	LFC	PVAL
bcl6a	-0.0072596145473054485	0.388994236	0.312451236
si:ch211-221j21.3	-0.006705683346618252	0.771398669	0.012940174
nrg1	-0.006452449265625326	0.389239366	0.312101806
arf2	-0.004449598108609621	0.367147523	2.75e-06
stc2a	-0.004128417532073603	0.766625599	0.002210838
prpf39	-0.0040448455212144414	0.362294541	0.001966572
cs	-0.00384546452363399	0.765373334	6.87e-10
eef2k	-0.003306766697453445	0.765250866	1.92e-13
nop58	-0.0031175941213400157	0.36745642	3.7e-09
pax7b	-0.0018744059950820402	0.764985048	0.000106198
sox5	-0.0014497824214842327	0.33916625	0.011875639
slc25a20	-0.0013442203458050583	0.224127096	0.074755345
pdcd10a	-0.0011219748311137347	0.230441812	0.303684233
cntfr	-0.0007268860898937968	0.764682846	3.43e-05
cdca5	-0.000707899870525025	0.150612688	0.542307775
fam173b	-0.0006529373891523971	0.355224192	0.369128897
fbxo34	-0.0003268869021139098	0.764572053	2.54e-12
TENM2 (2 of 2)	0.0002040925033233998	0.391249778	0.30928904
meis2b	0.00031585180298013347	0.341651545	0.010957536
ptpn23b	0.0011332485926678904	0.354595641	0.370388889
ifi30	0.0037051853977179607	0.342194784	0.011032973
oxr1b	0.0040128174099983704	0.388064506	0.31282595
nme2b.2	0.004323468895435411	0.193325348	0.295777447
cdc20	0.005710881095834064	0.25325986	0.056777576
hmgn3	0.005928858201842592	0.312558318	0.024768722
alas1	0.006095164970770926	0.202396867	0.297521742
cdc27	0.006835980507016745	0.202870038	0.297521742
hoxc6b	0.009014912783454676	0.352571357	0.37439479
ube2q2	0.009792893237554251	0.174609199	0.289599444
tnni2a.4	0.0097985949997349	0.121399584	0.184456255
npc1	0.009850297865711588	0.360023565	0.004132155
siae	0.00988233252687909	0.357792164	0.363062369
ext2	0.010584317087660335	0.231212469	0.30242781
psma3	0.010697879760480051	0.274034577	0.04522071
si:dkey-152p16.6	0.010769317395675061	0.37057264	2.25e-05
LRP1 (2 of 2)	0.011618917472484391	0.376120784	0.32913519
rxrba	0.011948189796111452	0.76816285	0.015304324
rab20	0.0122900444413383	0.356243673	0.366202364
cdca7b	0.013430372075493175	0.351032484	0.008162354
sncga	0.013657120002442347	0.248472512	0.343458677
acta1b	0.015206116956526136	0.371654657	3.69e-11
riok2	0.015520902807612612	0.238942802	0.304315317
tcea3	0.01600707680538782	0.761836681	0.001776281
MTMR4	0.017100791162601214	0.760576475	3.64e-05
eif4bb	0.017563296436172604	0.126501326	0.176561741
CABZ01074276.1	0.01832070630899868	0.389995959	0.309510144
serinc5	0.018900636892435055	0.050411484	0.748421798
rfc3	0.019731017731390618	0.188074066	0.471961708
flcn	0.020120774397382024	0.761114573	0.002176241
duox	0.02046372136890262	0.766861906	0.017195262
col9a3	0.0206189586628448	0.255423606	0.057064612
kctd3	0.02063007703022135	0.391998408	0.307023948
si:ch211-209m20.7	0.020903980469407946	0.351093551	0.377040985
lzts2a	0.021640372036001554	0.759640558	0.000240215
ppp2r1a	0.021863409543600887	0.115808096	0.225767897
grb10b	0.021933817334433947	0.376601076	0.327718577
cep57l1	0.021973222962472394	0.7615486	0.003775719
net1	0.022079936398074516	0.373238624	5e-06
efemp2a	0.022494899967503756	0.120628626	0.243885733
bmpr1aa	0.02302653745553231	0.313651864	0.025875699
anxa6	0.025152202852576525	0.157794936	0.279870239
dpp7	0.02650084792414482	0.053509952	0.741824745
ppp1caa	0.026892702975044203	0.117629255	0.231271379
mrs2	0.026979497218844795	0.386638998	0.313068966
pcdh19	0.02781223972418932	0.291941585	0.037260326
gng5	0.02827296005317944	0.308165405	0.029057977
nfkbil1	0.028274437832572608	0.350361906	0.378288525
grip2a	0.029266313361506202	0.351642127	0.375334993
vamp3	0.029548535365648613	0.159319422	0.279870239
serpinh1a	0.02957730554919044	0.374730569	0.000106564
wu:fc13c02	0.029614996664475757	0.757694436	0.000122659
si:dkeyp-84f3.5	0.02968296960282396	0.178207892	0.490818876
zgc:101130	0.029689948504275976	0.370748851	0.336927302
wdr78	0.029931751153594255	0.764960233	0.01750409
rabl3	0.030580009004013475	0.762913996	0.011216852
COL23A1 (2 of 2)	0.03114481390228621	0.39477929	0.303224058
lamb1a	0.03218714005620942	0.37562026	6.52e-07
smad9	0.0334774882362282	0.759592493	0.005070329
tbc1d30	0.0345199894605957	0.349897325	0.379000114
dars	0.03502935968180576	0.160327963	0.1336946
atp5ia	0.03511559771257289	0.756496299	0.00028971
fbxl3l	0.035477574226884356	0.763922492	0.018023147
rhbdd1	0.03582122141421429	0.36905054	0.339550274
ppdpfb	0.03710989986390573	0.375910573	0.000335838
mthfr	0.03747576784303763	0.755809438	9.32e-05
slc6a6b	0.037902604735980006	0.349250375	0.380296722
eef1a1a	0.038155086269796246	0.353883364	0.369839076
etv4	0.03886947768032709	0.238700637	0.301077375
epdr1	0.03912591645343949	0.35023304	0.37797442
igf1ra	0.03947352844796537	0.759887602	0.008568079
fam96a	0.03968157676346212	0.252736979	0.329197244
nelfcd	0.04063214958606853	0.252409727	0.331730176
kif1b	0.040644081931539885	0.246288325	0.304971016
dclre1a	0.04134383299737354	0.759894082	0.009560825
dlb	0.042290348062031344	0.292233864	0.038559894
kdelr2b	0.042467299376682296	0.084691373	0.675430091
thoc2	0.04248851165808873	0.377965135	3.84e-05
ints7	0.042612738635864456	0.755330953	0.001275219
polr2gl	0.04372599740077532	0.132480574	0.578729031
ilk	0.04494282045554923	0.375822842	0.001083145
chrng	0.04499193723688755	0.754001012	8.36e-05
boc	0.04563831651097894	0.75379008	1.61e-18
ef1	0.04575665719076477	0.250111466	0.342635755
shfm1	0.046174757501905334	0.37538826	0.001363089
C1H10orf12	0.04683019875472716	0.753548858	7.04e-05
ZNF784 (5 of 6)	0.04730995197696036	0.348843291	0.380711154
MEPCE (1 of 2)	0.047955783000888874	0.753260791	4.63e-05
pla2g15	0.048059617515411636	0.268017301	0.052541775
abce1	0.04855102639685601	0.379517038	1.19e-07
calm2a	0.04887124618406308	0.377513578	0.00079332
sf1	0.04910266659001239	0.165151101	0.131020471
hn1b	0.049152325791764824	0.362531974	0.006713145
rab2a	0.04923168395446498	0.145291283	0.15491252
tdg.1	0.05000533022166379	0.166662643	0.279870239
hn1l	0.05009578037318352	0.156702594	0.140613149
arf1	0.05031035178826493	0.173395423	0.122805558
gatad2ab	0.05049703756715884	0.252908598	0.061867803
ap2s1	0.05058785415806058	0.163085641	0.27800555
mid1ip1a	0.050757109734432926	0.752550746	2.6e-09
atxn2l	0.05148106596107105	0.752375286	7.26e-07
spna2	0.051672247473113025	0.380265313	1.24e-06
dnaja2	0.05209515618833305	0.196314364	0.10242005
psma6b	0.05351613745241794	0.135229682	0.573626617
gstk1	0.05424237002846877	0.349510626	0.378780256
npr3	0.05449490570199389	0.241868815	0.366278915
ube2v1	0.054674559198725076	0.364918652	0.006263214
cdkn1ca	0.05468789551509745	0.248374089	0.065178161
foxa1	0.05473858896418926	0.752210226	0.00094326
hnrnpa1b	0.054740492838313996	0.381009505	6.12e-08
smyhc2	0.055127597839247644	0.348439852	0.381209398
srbd1	0.05522759612365369	0.379138655	0.321641445
ctdp1	0.05535733164342893	0.756788362	0.009653864
adora2aa	0.05626652640767554	0.379366985	0.321229052
arf1l	0.0563136786771178	0.36139544	0.007838842
anxa2a	0.056456923269928454	0.31417227	0.028873004
ncaph	0.05659939178239659	0.192667925	0.288375672
smpd3	0.0568584556294964	0.39502332	0.301124831
traf3ip2b	0.056978682469483344	0.397131888	0.298915658
psmb3	0.057182905378938054	0.355016062	0.01054616
ppp4r2a	0.05812926536271579	0.75084346	0.000134507
cope	0.05817108423346917	0.231405897	0.076771438
zgc:123010	0.058328630344058996	0.753702453	0.004823406
C5H8orf4 (2 of 2)	0.05901766819576071	0.755622787	0.008910918
shmt1	0.05904463636471047	0.14132207	0.163205535
mpc1	0.05908146171426663	0.268399227	0.053500281
trim71	0.05993590917478764	0.750307513	5.76e-37
lamc1	0.06132195316509522	0.38188563	0.000272425
cep128	0.061532132856427946	0.347659241	0.382672996
cisd1	0.06154893979754228	0.238619027	0.374277354
rgma	0.06184172371149846	0.31042078	0.031243167
eif5b	0.062114875293519264	0.366296924	0.006402186
CU695232.1	0.062261810841553605	0.392746135	0.30324452
znf740a	0.062320700645392135	0.237140118	0.377609556
rgs4	0.06250046261636277	0.38169025	0.000454534
bcl9	0.06298529007077591	0.24536166	0.358347979
lamc3	0.06375857627272691	0.346666027	0.38488594
sox6	0.06409112779470127	0.749284906	2.77e-06
mvp	0.06429296006444607	0.134317013	0.177139919
ogt.1	0.06432767730975718	0.274661173	0.050456424
bbox1	0.06598515224401352	0.347504115	0.382787277
smim8	0.06637374503917337	0.75434248	0.00978862
asun	0.06683725794470374	0.255151612	0.319224273
hbz	0.06703929236614242	0.382214337	0.316343979
ewsr1b	0.06706696234333342	0.135862406	0.252113213
bcl6ab	0.06754261282876539	0.750271837	0.002753633
ddias	0.0679661747684894	0.39648514	0.298778752
smco4	0.06803529380907125	0.749004077	0.001004624
eif2s1b	0.06811778406158064	0.13089951	0.243675729
cebpb	0.06843293000853279	0.748212614	8.96e-06
cebpa	0.06878672178682281	0.315573727	0.029409164
HHEX	0.06911389682498487	0.389700993	0.306331779
blcap	0.07067378154751833	0.117353141	0.609425663
elac1	0.07072317520438487	0.349837749	0.377090508
psmd6	0.07118606785146114	0.270670967	0.053485206
matn4	0.07120870062405682	0.140538224	0.256567456
bnip3la	0.07143133603685659	0.345747253	0.386638879
cramp1l	0.07158044412495179	0.748901039	0.002152368
dctn4	0.07165393672629669	0.11131836	0.621566699
hivep2a	0.07207389798067065	0.373361915	0.329744962
foxn2b	0.07241358013455074	0.345212237	0.387861598
slc38a5b	0.07245751247105062	0.385339892	1.38e-09
si:ch73-311h14.2	0.0726390183666118	0.747836766	0.000961411
tlx2	0.0727468810099412	0.372421512	0.331295368
noc3l	0.0728350959372499	0.19479567	0.461082887
alms1	0.07399350795902115	0.746985857	0.000232977
mctp2a	0.07407804818215818	0.383287915	0.314352527
gpia	0.07413879403680161	0.38548218	0.000102036
trim55b	0.07432238029050725	0.344297593	0.389951501
nfkbiaa	0.07450475142461147	0.400795558	0.294045753
CABZ01076996.1	0.07555768674048613	0.399025432	0.295659966
G3BP2 (2 of 2)	0.07590946818881411	0.355634845	0.012053142
znf281b	0.07621018999955038	0.167286959	0.275469499
supt6h	0.07643983781268193	0.355290341	0.012247336
uqcrq	0.07671115795266961	0.277610467	0.050105333
atp1b3a	0.07756199921347495	0.127353474	0.20536635
greb1	0.07821643299253647	0.352775588	0.013472523
AC024175.5	0.0785535273918424	0.751683038	0.010101821
ssbp4	0.07870737954240112	0.38684244	1.71e-05
KIFC2	0.07901331061058225	0.399907354	0.294548637
klhl40a	0.07937216316067208	0.25272324	0.304971016
brms1lb	0.07960662942805896	0.749702801	0.006693113
baz2ba	0.0799249544296029	0.74532508	1.36e-11
atf6	0.07996208714527817	0.087241632	0.671177033
iqca1	0.08000893592466701	0.399492425	0.294873876
wu:fc46h12	0.08003826659055757	0.191889164	0.110257809
ddx28	0.08138909837926644	0.387909465	0.307693237
arf6b	0.0814020874331941	0.744951378	5.72e-10
tma7	0.08180156162075011	0.386347873	0.000488056
caprin1a	0.08238845819674565	0.361849387	0.010101821
hs3st1l2	0.08256348487603399	0.383187874	0.313910994
timm8a	0.0828021366759949	0.747523589	0.00428913
RSBN1	0.08289413180903249	0.748134373	0.005331226
kif13ba	0.08374406188727435	0.255593287	0.327006049
aif1l	0.08546198822655628	0.315685309	0.031016641
si:dkey-239j18.3	0.08551748560558524	0.278666425	0.05045286
adam23a	0.08572511182298798	0.348267972	0.379879035
znf503	0.08576658139417714	0.7438426	2.21e-11
phc1	0.08612748936944674	0.25060861	0.301067689
slc20a1b	0.0866310728557107	0.047391607	0.757173033
srsf5a	0.08663581586965993	0.388868647	1.01e-09
ptp4a1	0.08688118708759418	0.743558328	3.09e-15
ppl	0.08727208228556427	0.129542636	0.227380865
cdh2	0.08878849951610698	0.389406793	9.63e-07
cetn3	0.08898976622253396	0.749049089	0.009688719
lamb2	0.08939305723711877	0.743236053	0.000423489
exosc5	0.08951469293234282	0.743479694	0.000792808
sec61a1l	0.0901408472116312	0.174541711	0.276488541
cbx7a	0.09016462333481551	0.391718127	0.30242781
lsg1	0.09047947212303445	0.210268814	0.432595281
fgf24	0.09089724211602274	0.400942201	0.292673051
bcas2	0.09111911745215695	0.17318435	0.275676004
hug	0.09131715786278038	0.146691584	0.257360787
eif3k	0.09172827390513272	0.167400281	0.136431527
pno1	0.09283265359150157	0.390265024	6.04e-05
ckmb	0.09557047949396828	0.39112164	1.16e-26
senp7b	0.09737023077431572	0.749529639	0.015230083
UBE2M	0.09754436848818429	0.095012586	0.655556202
b3gnt5b	0.09818266595707847	0.347399492	0.381209398
si:dkeyp-113d7.1	0.10028097975014243	0.349233192	0.017103484
zgc:77439	0.10081669008782909	0.209827238	0.286469356
psma4	0.10106542193472678	0.249814876	0.069612847
waca	0.10134457424397612	0.372553621	0.007608339
CABZ01111496.1	0.10140231935574018	0.345891024	0.384612043
snrpd1	0.10165304166580003	0.139826165	0.245258851
si:dkey-42i9.4	0.1018815381996	0.73968725	1.91e-18
WDR83OS	0.10196243468879533	0.359354622	0.012995388
psmd14	0.1022511635636605	0.28218645	0.050276766
aldh2.2	0.10310510173159315	0.366130595	0.340695412
esrp1	0.10316608251042403	0.739354601	3.6e-06
rerea	0.10384259837428178	0.739179864	6.38e-06
ctnnb1	0.10403143566938866	0.393276175	6.72e-14
mapk3	0.10462671242767012	0.214789659	0.28704675
hmgb1a	0.1047898924733697	0.393421087	1.8e-05
nol10	0.10504120717180754	0.739342875	0.000607491
CFI	0.10634740434761036	0.389438667	0.001630695
SALL2 (2 of 2)	0.10699728445347786	0.394036237	7.38e-09
xrn1	0.10729940042614394	0.234583429	0.385654875
tgm1l1	0.10732819309174066	0.402920586	0.289599444
rassf3	0.10735757692743425	0.16456799	0.518847818
DDX17	0.10776137445261535	0.394232027	1.67e-07
ssuh2rs1	0.10800825184081198	0.202076145	0.105620043
zfand3	0.10835615728309966	0.257044647	0.065865454
dedd1	0.1087899766184236	0.739483843	0.002062083
si:dkey-16n15.3	0.10889898271088755	0.344771793	0.386876911
myl4	0.10923420974062509	0.375913376	0.323073969
fgfr1b	0.10929255639763097	0.385666869	0.308653392
pwwp2b	0.1096018903627961	0.223914142	0.407171717
si:ch1073-190k2.1	0.10984397802068135	0.373814239	0.326494685
zgc:171459	0.11024025558800155	0.392853508	0.299654973
zeb1b	0.11029098207383903	0.737481638	3.52e-06
dip2ca	0.11055328731626524	0.744364986	0.010559549
fbxo42	0.11077555364836889	0.373775672	0.326497264
chga	0.11085264085308924	0.40387747	0.288475591
atp1b4	0.11100753753148965	0.206829233	0.439844118
pmp22b	0.11125659466879467	0.395011126	4.41e-05
lsm11	0.11157064654338755	0.358653272	0.355167723
cox7c	0.11174519843200137	0.737093955	1.63e-11
seh1l	0.11250971340342013	0.326061327	0.028756976
dnase1l3	0.11300475242618979	0.743527325	0.010085583
vcla	0.11306134628329445	0.736815339	8.54e-05
fkbp7	0.11320170365065729	0.7368117	0.000126231
ppp1cb	0.11320873418580091	0.135935295	0.196745703
tfdp1a	0.11378104879070412	0.34484377	0.020331003
PTP4A3	0.11387593342642222	0.23814951	0.078945762
rbm8a	0.11392118219159231	0.170630174	0.137114144
pcmtd1	0.11417734325280804	0.73743504	0.001220236
sympk	0.11478999990059441	0.192743211	0.279592296
fam133b	0.11495529908470908	0.286510644	0.049243207
gpm6ab	0.11534823270222183	0.233237837	0.082561155
lim2.1	0.11538056246707318	0.340879334	0.396038247
lmx1bb	0.11595502367306365	0.365571932	0.340936916
vsx2	0.11595754316902063	0.736910443	0.00114897
phlda1	0.11615656467742452	0.358112605	0.356028504
parp8	0.1166633925293738	0.349970575	0.374117082
mybl1	0.11694082752195428	0.38479825	0.30928904
FQ323096.1	0.11756477835670365	0.74700858	0.021413946
abracl	0.11773631211115508	0.371468169	0.009604294
smad3b	0.11784871830003338	0.403264507	0.288475591
pi4k2b	0.11815927306970442	0.737081689	0.002106178
lbh	0.11816758621925316	0.339781212	0.398613832
synpo2la	0.11820325021432054	0.739083356	0.004875223
dcun1d5	0.11874782006200493	0.250232994	0.295239047
nipblb	0.11909224668332788	0.084868528	0.677273399
plcb3	0.11975566510068913	0.740996056	0.008504024
ing3	0.11993880803496347	0.34796173	0.019576521
slc15a2	0.12012942886637357	0.344867267	0.386008425
snx10a	0.12052234027123637	0.356829743	0.358507567
hnrnpaba	0.1206468242039608	0.397566809	4.9e-34
sox4a	0.12159177265448406	0.312266002	0.036389728
C13H10orf54	0.1217987351798428	0.380350612	0.315310192
zgc:153018	0.12221467107332444	0.292683523	0.046647055
rasa3	0.12229983363666144	0.34145536	0.39422934
sec11a	0.12321397337842288	0.734030371	2.5e-06
zmp:0000001085	0.12328006808908215	0.253043578	0.296717794
p4hb	0.12352060249149059	0.273473285	0.0576269
larp1b	0.12388266563225173	0.397309687	0.000398601
txlnbb	0.12420476034277918	0.389268499	0.003383067
vegfab	0.12449719646992663	0.35300956	0.36669939
top1l	0.12487601396372472	0.73357929	4.35e-12
lamp2	0.1255485118526251	0.29599947	0.04522071
hs6st1b	0.1259933885184078	0.354155368	0.364040549
kdm2ba	0.1268432675299448	0.735328484	0.002789461
ncaph2	0.1270734739243134	0.236820472	0.288710584
erlin1	0.12717204174892846	0.377572778	0.008115771
mcm2	0.12739318888611473	0.399330452	3.84e-07
vmhc	0.12814772058905957	0.166942005	0.514984592
xrcc3	0.1285697830340679	0.385736948	0.307190339
derl1	0.13018778846539714	0.328294217	0.029496426
sdcbp2	0.13035606706487524	0.143244011	0.238836602
snrnp70	0.13106795128779375	0.398359897	0.000698859
stx5al	0.13216045967181633	0.259322213	0.321202771
CT030712.1	0.13229177596166292	0.346871402	0.380492846
luc7l3	0.13232192480661398	0.731573004	2.26e-05
lig3	0.133032264286161	0.179871628	0.271211325
si:ch211-5k11.2	0.13397118398392194	0.215676611	0.283135163
slc43a2a	0.13406294536618868	0.256215184	0.069423856
eaf2	0.13432139555012004	0.156137074	0.535632089
robo2	0.13518281542163313	0.732006981	0.001430579
pgk1	0.13522264883438273	0.730756936	7.94e-17
rac1a	0.1352687274823702	0.401406807	4.63e-07
baz2a	0.1353003674529517	0.25767566	0.068641332
txnl1	0.13537189722609694	0.322610758	0.032735281
nemp2	0.1359454278447373	0.247035085	0.360222872
col1a2	0.13624716354247976	0.401667329	2.1e-10
tipin	0.13629481898207396	0.741604868	0.018040232
LPIN3	0.13632060276081004	0.733543196	0.003721567
trim35-7	0.13681465641555407	0.34232418	0.391269918
eno1a	0.13682864674926093	0.40182148	1.44e-08
cfap45	0.13699578813798038	0.3388399	0.399935106
vezf1b	0.13767144428025124	0.741408754	0.018373068
zgc:55733	0.13774294237981308	0.205844028	0.280080669
slc30a9	0.13843623108142988	0.734165069	0.005304378
NHSL2	0.13873567008980622	0.340918005	0.394643353
btf3l4	0.13881749552980327	0.363520713	0.014862803
decr1	0.1392454832534672	0.733378062	0.004523245
TGM1 (7 of 7)	0.1393977034968294	0.33870673	0.400137565
si:ch1073-174d20.2	0.13940130187470812	0.741137556	0.01873026
fzd3a	0.13979061244640495	0.273270267	0.059596371
fzd10	0.1404998927721328	0.379807047	0.008538147
traf2b	0.14066115451017552	0.386992526	0.30465128
eif4e1c	0.14086822013569245	0.729196353	4.43e-08
supt5h	0.14137609051648542	0.182417851	0.270879959
si:ch1073-385i9.2	0.1419142812055969	0.255128607	0.339706149
seta	0.14239208821483237	0.403301671	2.17e-19
si:ch211-235e9.8	0.14347744641805002	0.172886712	0.265354687
znf185	0.1437182888325926	0.399860402	0.001361423
sumo2b	0.14437797685977471	0.176020996	0.137075925
tfdp2	0.14457354276642873	0.390639146	0.004823406
oxa1l	0.1449785827291427	0.260431479	0.318889031
spcs2	0.14535263070105622	0.325736653	0.032266828
fgfr2	0.14556013985662725	0.334519818	0.028165139
ggps1	0.1475416919821989	0.736632518	0.013009859
C7 (2 of 2)	0.14765043334048877	0.727650486	0.000377214
cd248b	0.14770139431683654	0.258563757	0.298915658
cdkn1ba	0.14809747634905446	0.179736796	0.491604519
baiap2a	0.14824662601344885	0.738785144	0.018040232
alcama	0.14826024765465387	0.167297775	0.260580874
tctn1	0.1489353903804109	0.403343784	0.285965518
crlf1b	0.14916209398674146	0.406877518	0.282879206
rps19bp1	0.1491702547435852	0.201868114	0.277118185
